0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44
RGM.1020039;OtherSpecimen;;Petrology;;NORWAY;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1020039;;;not applicable;STEENKEN W.F.;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.242927.0;OtherSpecimen;;Petrology;;ANTILLES;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.242927.0;;;not applicable;;phosphorites;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1167435;OtherSpecimen;;Petrology;;Norway;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1167435;;;thin section;Kisch;;;;;;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.1167435/format/large;;;;;;;ICZN;WGS84
RGM.421048;OtherSpecimen;;Petrology;;Zimbabwe;;;;;;;Zwaan J.C.;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.421048;;;not applicable;;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1154315;OtherSpecimen;;Petrology;;;;;;;;;;;;Corsica;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1154315;;;thin section;Bosma;;;;;;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.1154315/format/large;;;;;;;ICZN;WGS84
RGM.208357.0;OtherSpecimen;;Petrology;;AUSTRIA;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.208357.0;;;not applicable;VAN DER WEGENG. 1974;plutonic rocks;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.342854.0;OtherSpecimen;;Petrology;;SPAIN;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.342854.0;;;not applicable;;carbonates;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1212436;OtherSpecimen;;Petrology;;Scotland;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1212436;;;thin section;;;;;;;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.1212436/format/large;;;;;;;ICZN;WGS84
RGM.305707.0;OtherSpecimen;;Petrology;;FRANCE;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.305707.0;;;not applicable;;metamorphic rocks of sedimentary origin;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1293342;OtherSpecimen;;Petrology;;INDONESIA;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1293342;;;not applicable;SIMONS A.L.;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1219655;OtherSpecimen;;Petrology;;Switzerland;;;;;;;;;;;;;Gotthard;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1219655;;;thin section;;;;;;;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.1219655/format/large;;;;;;;ICZN;WGS84
RGM.272788.295;OtherSpecimen;;Petrology;;INDONESIA;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.272788.295;;;not applicable;BROUWER H.A.;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1197450;OtherSpecimen;;Petrology;;;;;;;;;;;;Wetar;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1197450;;;thin section;De Jong;;;;;;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.1197450/format/large;;;;;;;ICZN;WGS84
RGM.1018453;OtherSpecimen;;Petrology;;SPAIN;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1018453;;;not applicable;BROUWER & ZERMATTEN 1925;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1243417;OtherSpecimen;;Petrology;;Unknown;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1243417;;;thin section;;;;;;;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.1243417/format/large;;;;;;;ICZN;WGS84
RGM.358913;OtherSpecimen;;Petrology;;Netherlands;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.358913;;;not applicable;ZANDSTRA J.G.;natural rocks,origin unknown;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1246439;OtherSpecimen;;Petrology;;Malaysia;;;;;;;;;;Borneo;;;Sjateh Be@;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1246439;;;thin section;;;;;;;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.1246439/format/large;;;;;;;ICZN;WGS84
RGM.854743;OtherSpecimen;;Petrology;;Unknown;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.854743;;;not applicable;;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.242330.0;OtherSpecimen;;Petrology;;GERMANY;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.242330.0;;;not applicable;RETGERS;igneous rocks;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.281176;OtherSpecimen;;Petrology;;SWEDEN;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.281176;;;not applicable;HELLINGWERF R.H.;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.357765;OtherSpecimen;;Petrology;;Netherlands;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.357765;;;not applicable;ZANDSTRA J.G.;natural rocks,origin unknown;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.34326;OtherSpecimen;;Petrology;;;;;;;;;;;;;;;BENNEKOM, GELDERLAND;https://data.biodiversitydata.nl/naturalis/specimen/RGM.34326;;;not applicable;;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.314170.0;OtherSpecimen;;Petrology;;EGYPT;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.314170.0;;;not applicable;SCHÜRMANNH.M.E. 21.4.1950.26;hypabyssal rocks;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.141911.0;OtherSpecimen;;Petrology;;GERMANY;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.141911.0;;;not applicable;;plutonic rocks;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1103973;OtherSpecimen;;Petrology;;Spain;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1103973;;;thin section;Collee;;;;;Galicia;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.1103973/format/large;;;;;;;ICZN;WGS84
RGM.128668.0;OtherSpecimen;;Petrology;;INDONESIA;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.128668.0;;;not applicable;;siliciclastics;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.137567.0;OtherSpecimen;;Petrology;;CANADA;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.137567.0;;;not applicable;VOSM.A.;plutonic rocks;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.207658.0;OtherSpecimen;;Petrology;;INDONESIA;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.207658.0;;;not applicable;JUNGHUHNF.;carbonates;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1334772;OtherSpecimen;;Petrology;;Cuba;;;;;;;;;;;;;Noordelijk Santa Clara;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1334772;;;not applicable;;;;;;Santa Clara;;;;;;;;;;1933;;;;1933-01-01/1933-12-31;ICZN;WGS84
RGM.1023845;OtherSpecimen;;Petrology;;FRANCE;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1023845;;;not applicable;BOOY T. DE;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.26875;OtherSpecimen;;Petrology;;ITALY;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.26875;;;not applicable;WEEDAJ.;siliciclastics;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.64271.0;OtherSpecimen;;Petrology;;INDONESIA;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.64271.0;;;not applicable;MARTINK. 1901-1902;volcanic rocks;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.860523;OtherSpecimen;;Petrology;;Netherlands;;;;;;;;;;;;;IJsselmonde;https://data.biodiversitydata.nl/naturalis/specimen/RGM.860523;;;not applicable;Staring;;;;;South Holland;;;;;8;;;;;;;;;;ICZN;WGS84
RGM.854876;OtherSpecimen;;Petrology;;Netherlands;;;;;;;;;;;;;De Helpe bij Markel;https://data.biodiversitydata.nl/naturalis/specimen/RGM.854876;;;not applicable;Staring;;;;;Overijssel, Provincie;;;;;;;;;;1832;;;;1832-01-01/1832-12-31;ICZN;WGS84
RGM.279035;OtherSpecimen;;Petrology;;TANZANIA;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.279035;;;not applicable;J.J.M.M.M. COOLEN;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.326923.0;OtherSpecimen;;Petrology;;INDONESIA;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.326923.0;;;not applicable;FORSTENE.A.;hypabyssal rocks;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1191722;OtherSpecimen;;Petrology;;;;;;;;;;;;Celebes;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1191722;;;thin section;Brouwer;;;;;;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.1191722/format/large;;;;;;;ICZN;WGS84
RGM.145271;OtherSpecimen;;Petrology;;;;;;;;;;;;;;;OOSTERHOOFD, DOMBURG, ZEELAND;https://data.biodiversitydata.nl/naturalis/specimen/RGM.145271;;;not applicable;;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1174861;OtherSpecimen;;Petrology;;Norway;;;;;;;;;;;;;Farris;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1174861;;;thin section;;;;;;;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.1174861/format/large;;;;;;;ICZN;WGS84
RGM.854965;OtherSpecimen;;Petrology;;Unknown;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.854965;;;not applicable;;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1019668;OtherSpecimen;;Petrology;;FRANCE;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1019668;;;not applicable;SPIJER S.B.;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1189628;OtherSpecimen;;Petrology;;Indonesia;;;;;;;;;;Sumatra;;;Siboemboengebergte;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1189628;;;thin section;Brouwer;;;;;;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.1189628/format/large;;;;;;;ICZN;WGS84
RGM.858985;OtherSpecimen;;Petrology;;Netherlands;;;;;;;;;;;;;Havelterberg, midden;https://data.biodiversitydata.nl/naturalis/specimen/RGM.858985;;;not applicable;Van Roijen;;;;;Drente;;;;;;;;;;1852;;;;1852-01-01/1852-12-31;ICZN;WGS84
RGM.317243.0;OtherSpecimen;;Petrology;;EGYPT;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.317243.0;;;not applicable;SCHÜRMANNH.M.E. 19.4.1964.26-1;hypabyssal rocks;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.31874.0;OtherSpecimen;;Petrology;;Suriname;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.31874.0;;;not applicable;VOLTZF. 1853;metamorphic rocks of sedimentary origin;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.242426.0;OtherSpecimen;;Petrology;;GERMANY;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.242426.0;;;not applicable;;volcanic rocks;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.272301;OtherSpecimen;;Petrology;;INDONESIA;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.272301;;;not applicable;WESTERVELD;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1291081;OtherSpecimen;;Petrology;;SPAIN;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1291081;;;not applicable;DIEPHUIS  G.;;;;;;;;;;;;;;;1976;;;;1976-01-01/1976-12-31;ICZN;WGS84
RGM.1020730;OtherSpecimen;;Petrology;;PORTUGAL;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1020730;;;not applicable;SLUIJK D.;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.207700.0;OtherSpecimen;;Petrology;;INDONESIA;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.207700.0;;;not applicable;JUNGHUHNF.;volcanic rocks;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.278893;OtherSpecimen;;Petrology;;TANZANIA;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.278893;;;not applicable;J.J.M.M.M. COOLEN;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1200316;OtherSpecimen;;Petrology;;;;;;;;;;;;Corsica;;;St. Aut@@@@;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1200316;;;thin section;Dr. T. de Booy;;;;;;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.1200316/format/large;;1955;;;;1955-01-01/1955-12-31;ICZN;WGS84
RGM.1035140;OtherSpecimen;;Petrology;;Indonesia;;;;;;;;;;;;;ZW. Van Wehor;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1035140;;;not applicable;Simons;Stone;;;;Timor;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1191869;OtherSpecimen;;Petrology;;;;;;;;;;;;Celebes;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1191869;;;thin section;Brouwer;;;;;;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.1191869/format/large;;;;;;;ICZN;WGS84
RGM.64593.0;OtherSpecimen;;Petrology;;INDONESIA;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.64593.0;;;not applicable;MARTINK. 1901-1902;metamorphic rocks of sedimentary origin;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1290197;OtherSpecimen;;Petrology;;SPAIN;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1290197;;;not applicable;BERG  R.;;;;;;;;;;;;;;;1976;;;;1976-01-01/1976-12-31;ICZN;WGS84
RGM.37530.0;OtherSpecimen;;Petrology;;ITALY;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.37530.0;;;not applicable;ESCHERB.G. 1926;volcanic rocks;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.17388.0;OtherSpecimen;;Petrology;;U.K.;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.17388.0;;;not applicable;GREGORY BOTTLEY & CO. ARCHIEFNR. 6070045;plutonic rocks;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1219001;OtherSpecimen;;Petrology;;Unknown;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1219001;;;thin section;;;;;;;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.1219001/format/large;;;;;;;ICZN;WGS84
RGM.990686;OtherSpecimen;;Petrology;;Egypt;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.990686;;;thin section;H.M.E. Schürmann;;;;;;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.990686/format/large;;;;;;;ICZN;WGS84
RGM.272794.182x;OtherSpecimen;;Petrology;;INDONESIA;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.272794.182x;;;not applicable;BROUWER H.A.;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1192420;OtherSpecimen;;Petrology;;Indonesia;;;;;;;;;;Flores;;;@;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1192420;;;thin section;Brouwer;;;;;;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.1192420/format/large;;;;;;;ICZN;WGS84
RGM.57399;OtherSpecimen;;Petrology;;SWEDEN;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.57399;;;not applicable;HEYBROEKP. 1946-48;siliciclastics;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1026977;OtherSpecimen;;Petrology;;;;;;;;;;;;;;;E OF WINTERSWIJK, GELDERLAND;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1026977;;;not applicable;;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.342281.0;OtherSpecimen;;Petrology;;GERMANY;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.342281.0;;;not applicable;;volcanic rocks;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.329957.0;OtherSpecimen;;Petrology;;ITALY;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.329957.0;;;not applicable;;carbonates;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.279020;OtherSpecimen;;Petrology;;TANZANIA;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.279020;;;not applicable;J.J.M.M.M. COOLEN;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.98186.0;OtherSpecimen;;Petrology;;INDONESIA;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.98186.0;;;not applicable;;siliciclastics;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1027393;OtherSpecimen;;Petrology;;;;;;;;;;;;;;;SCHOORL, NOORD-HOLLAND;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1027393;;;not applicable;;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1089643;OtherSpecimen;;Petrology;;Italy;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1089643;;;thin section;Cromm.;;;;;;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.1089643/format/large;;;;;;;ICZN;WGS84
RGM.324832.0;OtherSpecimen;;Petrology;;JAPAN;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.324832.0;;;not applicable;SCHÜRMANNH.M.E. 17.5.1953.IIB;hypabyssal rocks;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1251658;OtherSpecimen;;Petrology;;Italy;;;;;;;;1.0;;;;;Libiola;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1251658;;;thin section;Stam J.C.;;;;;Genoa;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1290529;OtherSpecimen;;Petrology;;SPAIN;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1290529;;;not applicable;BUISKOOL TOXOPEUS  J.;;;;;;;;;;;;;;;1972;;;;1972-01-01/1972-12-31;ICZN;WGS84
RGM.1335343;OtherSpecimen;;Petrology;;Cuba;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1335343;;;not applicable;;;;;;Pinar del Rio;;;;;;;;;;1933;;;;1933-01-01/1933-12-31;ICZN;WGS84
RGM.1293890;OtherSpecimen;;Petrology;;SWEDEN;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1293890;;;not applicable;HARST T.H. VAN DER;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1090025;OtherSpecimen;;Petrology;;;;;;;;;;;;Java;;;K. Erang;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1090025;;;thin section;;;;;;;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.1090025/format/large;;;;;;;ICZN;WGS84
RGM.305111.0;OtherSpecimen;;Petrology;;FRANCE;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.305111.0;;;not applicable;;metamorphic rocks of sedimentary origin;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.44367.0;OtherSpecimen;;Petrology;;SWEDEN;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.44367.0;;;not applicable;BANNINKD.D.&H.COUTINHO 1946;carbonates;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.249784.0;OtherSpecimen;;Petrology;;SWITZERLAND;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.249784.0;;;not applicable;MOECKELJ.R. 1964 & 1966;plutonic rocks;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1241619;OtherSpecimen;;Petrology;;South Africa;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1241619;;;thin section;;;;;;Transvaal;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.1241619/format/large;;;;;;;ICZN;WGS84
RGM.310682.0;OtherSpecimen;;Petrology;;INDONESIA;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.310682.0;;;not applicable;KOPERBERGM.;volcanic rocks;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.56084.0;OtherSpecimen;;Petrology;;SPAIN;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.56084.0;;;not applicable;MARTINR.;carbonates;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1252266;OtherSpecimen;;Petrology;;Venezuela;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1252266;;;thin section;Stam J.C.;;;;;;;;;;;;;;;1960;;;;1960-01-01/1960-12-31;ICZN;WGS84
RGM.1083387;OtherSpecimen;;Petrology;;Unknown;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1083387;;;thin section;Erdman;;;;;;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.1083387/format/large;;;;;;;ICZN;WGS84
RGM.38238.0;OtherSpecimen;;Petrology;;ITALY;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.38238.0;;;not applicable;;mixed deposits, volcanic and non-volcanic fragments;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1154532;OtherSpecimen;;Petrology;;;;;;;;;;;;Corsica;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1154532;;;thin section;Bosma;;;;;;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.1154532/format/large;;;;;;;ICZN;WGS84
RGM.110319.0;OtherSpecimen;;Petrology;;ANTILLES;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.110319.0;;;not applicable;;hypabyssal rocks;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.74029.0;OtherSpecimen;;Petrology;;INDONESIA;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.74029.0;;;not applicable;ESCHERB.G. MAI 1929;carbonates;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1248306;OtherSpecimen;;Petrology;;Unknown;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1248306;;;thin section;J.F. Osten;;;;;;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.1248306/format/large;;;;;;;ICZN;WGS84
RGM.859276;OtherSpecimen;;Petrology;;Unknown;;;;;;;;;;;;;tegen beverst bij Bilden;https://data.biodiversitydata.nl/naturalis/specimen/RGM.859276;;;not applicable;Staring;;;;;;;;;;;;;;;21 juli 1857;;;;1857-07-21;ICZN;WGS84
RGM.1296992;OtherSpecimen;;Petrology;;INDONESIA;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1296992;;;not applicable;OPSPORINGSDIENST BANDUNG;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.305237.0;OtherSpecimen;;Petrology;;BELGIUM;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.305237.0;;;not applicable;LORIEJ. 1905;silicastones;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1200651;OtherSpecimen;;Petrology;;Peru;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1200651;;;thin section;T. de Booy;;;;;;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.1200651/format/large;;1952;;;;1952-01-01/1952-12-31;ICZN;WGS84
RGM.1359899;OtherSpecimen;;Petrology;;Unknown;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1359899;;;thin section;;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.861563;OtherSpecimen;;Petrology;;Netherlands;;;;;;;;;;;;;Amsterdam;https://data.biodiversitydata.nl/naturalis/specimen/RGM.861563;;;not applicable;Staring;;;;;North Holland;;;;;72,1;;;;;;;;;;ICZN;WGS84
RGM.1155207;OtherSpecimen;;Petrology;;;;;;;;;;;;Corsica;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1155207;;;thin section;Brondijk;;;;;;;;;;;;;https://medialib.naturalis.nl/file/id/RGM.1155207/format/large;;;;;;;ICZN;WGS84
RGM.35951.0;OtherSpecimen;;Petrology;;ITALY;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.35951.0;;;not applicable;TROMPS.W.;metamorphic rocks of unknown origin;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.310968.00;OtherSpecimen;;Petrology;;INDONESIA;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.310968.00;;;not applicable;KOPERBERGM.;siliciclastics;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.71045.0;OtherSpecimen;;Petrology;;IRELAND;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.71045.0;;;not applicable;EXC.NORTHERN IRELAND1954;metamorphic rocks of sedimentary origin;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.25423.0;OtherSpecimen;;Petrology;;GERMANY;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.25423.0;;;not applicable;;metamorphic rocks of unknown origin;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1021120;OtherSpecimen;;Petrology;;PORTUGAL;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1021120;;;not applicable;KLUIVING R.B.;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.98426.0;OtherSpecimen;;Petrology;;SWEDEN;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.98426.0;;;not applicable;OVERWEELC.J. 22 08 1959;plutonic rocks;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.89011.0;OtherSpecimen;;Petrology;;FRANCE;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.89011.0;;;not applicable;;plutonic rocks;;;;;;;;;;;;;;;;;;;ICZN;WGS84
