0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44
RGM.1040778;OtherSpecimen;;Mineralogy;;;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1040778;;;not applicable;;Klei;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.250879;OtherSpecimen;;Mineralogy;;SPAIN;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.250879;;;not applicable;;;;;;GALICIA;;;;;;;;;;;;;;;ICZN;WGS84
RGM.99177;OtherSpecimen;;Mineralogy;;FRANCE;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.99177;;;not applicable;EXC.AUVERGNE1924;CALCITE;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1039512;OtherSpecimen;;Mineralogy;;;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1039512;;;not applicable;;Schist;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.207836.0;OtherSpecimen;;Mineralogy;;INDONESIA;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.207836.0;;;not applicable;JUNGHUHNF.;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.150858;OtherSpecimen;;Mineralogy;;Sri Lanka;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.150858;;;not applicable;;STAR RUBY;;;;;;genus;;;;;genus;https://medialib.naturalis.nl/file/id/RGM.150858/format/large|https://medialib.naturalis.nl/file/id/RGM.150858_2/format/large|https://medialib.naturalis.nl/file/id/RGM.150858_3/format/large;;;;;;;ICZN;WGS84
RGM.855989;OtherSpecimen;;Mineralogy;;Thailand;;;;;;;;;;;;;Muang Panka;https://data.biodiversitydata.nl/naturalis/specimen/RGM.855989;;;not applicable;;Galena Ore;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1032406;OtherSpecimen;;Mineralogy;;Italy;;;;;;;;;;;;;VAL BUFAURE;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1032406;;;not applicable;;AUGITE;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.106167;OtherSpecimen;;Mineralogy;;Germany;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.106167;;;not applicable;;FLUORITE, BARITE;;;;BADEN-WÜRTTEMBERG;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.13021;OtherSpecimen;;Mineralogy;;Unknown;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.13021;;;not applicable;;MALACHITE;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1052190;OtherSpecimen;;Mineralogy;;;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1052190;;;not applicable;;Arkose;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.381034;OtherSpecimen;;Mineralogy;;SPAIN;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.381034;;;not applicable;;;;;;GALICIA;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1322225;OtherSpecimen;;Mineralogy;;Germany;;;;;;;;;;;;;Kaiserstuhl, District Breisgau-Hochschwarzwald, Sasbach;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1322225;;;not applicable;Kijlstra E.;Aragonite 5.AB.15;;;;Baden-Württemberg;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1056655;OtherSpecimen;;Mineralogy;;;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1056655;;;not applicable;;Kalksteen;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1036728;OtherSpecimen;;Mineralogy;;Brazil;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1036728;;;not applicable;;Baddeleyiet;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1049084;OtherSpecimen;;Mineralogy;;Germany;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1049084;;;not applicable;;Dolomiet (min.);;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1045464;OtherSpecimen;;Mineralogy;;;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1045464;;;not applicable;;Cassiterite;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.411404;OtherSpecimen;;Mineralogy;;Tanzania;;;;;;;;1;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.411404;;;not applicable;;MARBLE;;;;ARAMU;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1323274;OtherSpecimen;;Mineralogy;;Germany;;;;;;;;;;;;;Harz, District Goslar, Clausthal-Zellerfeld, Oberschulenberg;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1323274;;;not applicable;Kijlstra E.;Cerussite 5.AB.15;;;;Lower Saxony;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.105902;OtherSpecimen;;Mineralogy;;Germany;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.105902;;;not applicable;;SPHALERITE;;;;Hesse;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1045099;OtherSpecimen;;Mineralogy;;Germany;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1045099;;;not applicable;;Sanidien;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1006;OtherSpecimen;;Mineralogy;;Unknown;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1006;;;not applicable;;SULPHUR, CALCITE;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1032232;OtherSpecimen;;Mineralogy;;United States;;;;;;;;;;;;;FLORISSANT, EL PASO COUNTY;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1032232;;;not applicable;;AMAZONITE;;;;COLORADO;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.355574;OtherSpecimen;;Mineralogy;;Sri Lanka;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.355574;;;not applicable;;ROCK CRYSTAL;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1039760;OtherSpecimen;;Mineralogy;;Chile;;;;;;;;;;;;;Atacama;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1039760;;;not applicable;;Brochantite 7.BB.25;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1063309;OtherSpecimen;;Mineralogy;;United States;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1063309;;;not applicable;;Steatiet;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.565524;OtherSpecimen;;Mineralogy;;Morocco;;;;;;;;1;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.565524;;;not applicable;;LIMESTONE FORMATION;;;;GULF OF CADIZ;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1035990;OtherSpecimen;;Mineralogy;;Brazil;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1035990;;;not applicable;;Kwarts (var. Amethyst);;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1881;OtherSpecimen;;Mineralogy;;;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1881;;;not applicable;;CINNABAR;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1323045;OtherSpecimen;;Mineralogy;;Germany;;;;;;;;;;;;;District Lahn-Dill, Gladenbach, Hartenrod;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1323045;;;not applicable;Marsman H.;Datolite 9.AJ.20;;;;Hessen;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.2903;OtherSpecimen;;Mineralogy;;Germany;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.2903;;;not applicable;;TRIDYMITE;;;;Rhineland Palatinate;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1038708;OtherSpecimen;;Mineralogy;;;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1038708;;;not applicable;;Chalcedoon;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.150772;OtherSpecimen;;Mineralogy;;;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.150772;;;not applicable;;TOURMALINE;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1035993;OtherSpecimen;;Mineralogy;;Indonesia;;;;;;;;;;;;;Sumatra;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1035993;;;not applicable;;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.25770;OtherSpecimen;;Mineralogy;;Germany;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.25770;;;not applicable;;PYROLUSITE, BARITE;;;;Thuringia;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1268941;OtherSpecimen;;Mineralogy;;Germany;;;;;;;;;;;;;Firschenreuth, Boven Palts;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1268941;;;not applicable;;Toermalijn;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1064249;OtherSpecimen;;Mineralogy;;;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1064249;;;not applicable;;Dolomiet (min.);;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1340127;OtherSpecimen;;Mineralogy;;South Africa;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1340127;;;not applicable;;Chocidolite;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1041381;OtherSpecimen;;Mineralogy;;;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1041381;;;not applicable;;Uraniniet;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1032708;OtherSpecimen;;Mineralogy;;Switzerland;;;;;;;;;;;;;FAIDO, ST. GOTHARDT;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1032708;;;not applicable;;KYANITE, STAUROLITE;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1047989;OtherSpecimen;;Mineralogy;;;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1047989;;;not applicable;;Monaziet;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.324123.0;OtherSpecimen;;Mineralogy;;INDIA;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.324123.0;;;not applicable;SCHÜRMANNH.M.E. 11.1957.5;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1326907;OtherSpecimen;;Mineralogy;;Nederland;;;;;;;;;;;;;Drachten;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1326907;;;not applicable;Kijlstra E.;Hematite 4.CB.05;;;;Friesland;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.3188;OtherSpecimen;;Mineralogy;;Belgium;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.3188;;;not applicable;;HEMATITE;;;;LUXEMBOURG;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.356489;OtherSpecimen;;Mineralogy;;SPAIN;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.356489;;;not applicable;;;;;;GALICIA;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1032671;OtherSpecimen;;Mineralogy;;USA;;;;;;;;;;;;;KETCHIKAN;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1032671;;;not applicable;;EPIDOTE;;;;ALASKA;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.851789;OtherSpecimen;;Mineralogy;;Unknown;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.851789;;;not applicable;;Asbest;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1256157;OtherSpecimen;;Mineralogy;;Indonesia;;;;;;;;;;Billiton;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1256157;;;not applicable;;Monaziet;;;;;;genus;;;;;genus;https://medialib.naturalis.nl/file/id/RGM.1256157/format/large|https://medialib.naturalis.nl/file/id/RGM.1256157_1/format/large;;;;;;;ICZN;WGS84
RGM.864502;OtherSpecimen;;Mineralogy;;France;;;;;;;;;;;;;Bastennes Landes;https://data.biodiversitydata.nl/naturalis/specimen/RGM.864502;;;not applicable;;Aragoniet;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.328745;OtherSpecimen;;Mineralogy;;Japan;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.328745;;;not applicable;;CHALCEDONY. (RENIFORM HABIT);;;;;;genus;;;;;genus;https://medialib.naturalis.nl/file/id/RGM.328745_1/format/large|https://medialib.naturalis.nl/file/id/RGM.328745_2/format/large|https://medialib.naturalis.nl/file/id/RGM.328745_3/format/large|https://medialib.naturalis.nl/file/id/RGM.328745_10/format/large|https://medialib.naturalis.nl/file/id/RGM.328745_8/format/large|https://medialib.naturalis.nl/file/id/RGM.328745_4/format/large|https://medialib.naturalis.nl/file/id/RGM.328745_9/format/large|https://medialib.naturalis.nl/file/id/RGM.328745_7/format/large|https://medialib.naturalis.nl/file/id/RGM.328745_12/format/large|https://medialib.naturalis.nl/file/id/RGM.328745_6/format/large|https://medialib.naturalis.nl/file/id/RGM.328745_11/format/large|https://medialib.naturalis.nl/file/id/RGM.328745_5/format/large;;;;;;;ICZN;WGS84
RGM.1326212;OtherSpecimen;;Mineralogy;;India;;;;;;;;;;;;;District Poona;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1326212;;;not applicable;Marsman H.;Apophyllite;;;;Maharashtra;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.150906.0;OtherSpecimen;;Mineralogy;;SRI LANKA;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.150906.0;;;not applicable;;;;;;;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1056942;OtherSpecimen;;Mineralogy;;Norway;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1056942;;;not applicable;;Ferri-Biotiet;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.865948;OtherSpecimen;;Mineralogy;;Tanzania;;;;;;;;;;Zanzibar Island;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.865948;;;not applicable;;Copaliet;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.141751;OtherSpecimen;;Mineralogy;;SPAIN;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.141751;;;not applicable;;;;;;GALICIA;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1328955;OtherSpecimen;;Mineralogy;;Switzerland;;;;;;;;;;;;;Pizzo Forno, Campolungo;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1328955;;;not applicable;Marsman H.;Tremolite 9.DE.10;;;;Kanton Ticino;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1322168;OtherSpecimen;;Mineralogy;;Germany;;;;;;;;;;;;;Kaiserstuhl, District Breisgau-Hochschwarzwald, Botzingen;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1322168;;;not applicable;Kijlstra E.;Wollastonite 9.DG.05;;;;Baden-Württemberg;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.28287;OtherSpecimen;;Mineralogy;;United States;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.28287;;;not applicable;;HALLOYSITE;;;;UTAH;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1050512;OtherSpecimen;;Mineralogy;;;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1050512;;;not applicable;;Schovenlei;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1032686;OtherSpecimen;;Mineralogy;;Russia;;;;;;;;;;;;;ADUNTSCHILON;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1032686;;;not applicable;;TOPAZ;;;;SIBERIA;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1039191;OtherSpecimen;;Mineralogy;;;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1039191;;;not applicable;;Orthoklaas;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.381300;OtherSpecimen;;Mineralogy;;;;;;;;;;2;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.381300;;;not applicable;;JASPER;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1328308;OtherSpecimen;;Mineralogy;;Sweden;;;;;;;;;;;;;Landskap Varmland, Filipstad, Nordmark, Tabergsfaltet;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1328308;;;not applicable;Kijlstra E.;indet.;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1034098;OtherSpecimen;;Mineralogy;;United States;;;;;;;;;;;;;BUTTE;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1034098;;;not applicable;;RHODONITE;;;;MONTANA;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1069072;OtherSpecimen;;Mineralogy;;Bolivia;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1069072;;;not applicable;;Apatiet;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.107222;OtherSpecimen;;Mineralogy;;Tanzania;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.107222;;;not applicable;;KYANITE, GARNET, VERMICULITE;;;;TANGA;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1069491;OtherSpecimen;;Mineralogy;;Zambia;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1069491;;;not applicable;;Borniet;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1051092;OtherSpecimen;;Mineralogy;;Russia;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1051092;;;not applicable;;Chrysokol;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.356586;OtherSpecimen;;Mineralogy;;SPAIN;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.356586;;;not applicable;;;;;;GALICIA;;;;;;;;;;;;;;;ICZN;WGS84
RGM.420326;OtherSpecimen;;Mineralogy;;CANADA;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.420326;;;not applicable;;URANINITE, ETC.;;;;ONTARIO;;genus;;;;;genus;;;DATE OLD: 08-12-1994;;;;;ICZN;WGS84
RGM.1046029;OtherSpecimen;;Mineralogy;;;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1046029;;;not applicable;;Onbekend;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1051333;OtherSpecimen;;Mineralogy;;Germany;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1051333;;;not applicable;;Calciet;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.111410;OtherSpecimen;;Mineralogy;;SPAIN;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.111410;;;not applicable;;;;;;GALICIA;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1360544;OtherSpecimen;;Mineralogy;;Czech Republic;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1360544;;;not applicable;;Cerussite 5.AB.15;;;;;;genus;;;;;genus;https://medialib.naturalis.nl/file/id/RGM.1360544/format/large;;;;;;;ICZN;WGS84
RGM.858641;OtherSpecimen;;Mineralogy;;France;;;;;;;;;;;;;Allevard, Gangrette;https://data.biodiversitydata.nl/naturalis/specimen/RGM.858641;;;not applicable;;sideriet;;;;Dauphine;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.858059;OtherSpecimen;;Mineralogy;;Italy;;;;;;;;;;;;;Gran Paradiso Rhemes Notre Dame;https://data.biodiversitydata.nl/naturalis/specimen/RGM.858059;;;not applicable;;KWARTS;;;;;;genus;;;;;genus;;;1963 juni;;;;;ICZN;WGS84
RGM.1068335;OtherSpecimen;;Mineralogy;;Italy;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1068335;;;not applicable;;Analciem, Apofylliet;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1062101;OtherSpecimen;;Mineralogy;;United States;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1062101;;;not applicable;;Topaas;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1070416;OtherSpecimen;;Mineralogy;;Germany;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1070416;;;not applicable;;Agaat;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1060408;OtherSpecimen;;Mineralogy;;Germany;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1060408;;;not applicable;;Hureauliet;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1056221;OtherSpecimen;;Mineralogy;;Germany;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1056221;;;not applicable;;Sideriet;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1330871;OtherSpecimen;;Mineralogy;;USA;;;;;;;;;;;;;Bucks County, Rock Hill Quarry;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1330871;;;not applicable;Kijlstra E.;Titanite 9.AG.15;;;;Pennsilvania;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.28952;OtherSpecimen;;Mineralogy;;Bolivia;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.28952;;;not applicable;;PYRITE;;;;POTOSI;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1059793;OtherSpecimen;;Mineralogy;;England;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1059793;;;not applicable;;Coelestien;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1043109;OtherSpecimen;;Mineralogy;;;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1043109;;;not applicable;;Steenkool;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.26471;OtherSpecimen;;Mineralogy;;Unknown;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.26471;;;not applicable;;SIDERITE;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.141489;OtherSpecimen;;Mineralogy;;SPAIN;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.141489;;;not applicable;;;;;;GALICIA;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1327640;OtherSpecimen;;Mineralogy;;Spain;;;;;;;;;;;;;Almaden;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1327640;;;not applicable;Marsman H.;Cinnabar 2.CD.15a;;;;Castilla-La Mancha Comunidad;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1340829;OtherSpecimen;;Mineralogy;;Conn?;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1340829;;;not applicable;;Manganapatite;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.64830;OtherSpecimen;;Mineralogy;;Unknown;;;;;;;;1;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.64830;;;not applicable;;CHALCOPYRITE, ROCK CRYSTAL;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1051185;OtherSpecimen;;Mineralogy;;;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1051185;;;not applicable;;Bazalt;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.242968;OtherSpecimen;;Mineralogy;;PORTUGAL;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.242968;;;not applicable;;;;;;NORTHERN PORTUGAL;;;;;;;;;;;;;;;ICZN;WGS84
RGM.1032334;OtherSpecimen;;Mineralogy;;United States;;;;;;;;;;;;;ROB SAIL GULEH;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1032334;;;not applicable;;ORTHOCLASE;;;;COLORADO;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.22937;OtherSpecimen;;Mineralogy;;Germany;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.22937;;;not applicable;;PYRARGYRITE;;;;HARZ;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1358353;OtherSpecimen;;Mineralogy;;Australia;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1358353;;;air dried;ruil Whitford Canberra juni 1975;Rhodonite 9.DK.05;;;;New South Wales;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1340686;OtherSpecimen;;Mineralogy;;Unknown;;;;;;;;1.0;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1340686;;;not applicable;;?;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.381791;OtherSpecimen;;Mineralogy;;Austria;;;;;;;;1;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.381791;;;not applicable;;WULFENITE;;;;KÄRNTEN;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1045356;OtherSpecimen;;Mineralogy;;United Kingdom;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1045356;;;not applicable;;Andrewsiet;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1044054;OtherSpecimen;;Mineralogy;;United States;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1044054;;;not applicable;;Granaat;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.80326;OtherSpecimen;;Mineralogy;;Mexico;;;;;;;;1;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.80326;;;not applicable;;STIBICONITE;;;;SONORA;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.1327940;OtherSpecimen;;Mineralogy;;Sweden;;;;;;;;;;;;;Landskap Varmland, Filipstad, Hornkulls silvergruvor;https://data.biodiversitydata.nl/naturalis/specimen/RGM.1327940;;;not applicable;Kijlstra E.;Grunerite 9.DE.05;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
RGM.868419;OtherSpecimen;;Mineralogy;;Unknown;;;;;;;;;;;;;;https://data.biodiversitydata.nl/naturalis/specimen/RGM.868419;;;not applicable;;Cerussiet;;;;;;genus;;;;;genus;;;;;;;;ICZN;WGS84
